movie_title,color,language,country,genres,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
Disclosure ,Color,English,USA,Drama|Thriller,R,computer|marriage|non statutory female on male rape|promotion|sexual harassment,Barry Levinson,Demi Moore,Dylan Baker,Roma Maffia
City of Angels ,Color,English,Germany,Drama|Fantasy|Romance,PG-13,angel|doctor|fall|heart surgeon|hospital,Brad Silberling,Nicolas Cage,Andre Braugher,Colm Feore
Kill Bill: Vol. 1 , Black and White,English,USA,Action,R,bride|coma|japan|revenge|sword,Quentin Tarantino,David Carradine,Vivica A. Fox,Chiaki Kuriyama
Bowfinger ,Color,English,USA,Comedy,PG-13,film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody,Frank Oz,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy
Stargate SG-1             ,Color,English,USA,Action|Adventure|Drama|Sci-Fi,TV-14,2000s|21st century|alternate history|message from outer space|military,,Christopher Judge,Don S. Davis,Gary Jones
Kill Bill: Vol. 2 , Black and White,English,USA,Action|Crime|Drama|Thriller,R,assassin|assassination|bride|death|vengeance,Quentin Tarantino,Vivica A. Fox,Michael Parks,Michael Bowen
Tango & Cash ,Color,English,USA,Action|Comedy|Crime|Thriller,R,1980s|80s action|escape|plea bargain|prison,Andrey Konchalovskiy,Sylvester Stallone,Jack Palance,Brion James
Death Becomes Her ,Color,English,USA,Comedy|Fantasy|Horror,PG-13,plastic surgeon|rejuvenation|revenge|rival|rivalry,Robert Zemeckis,Bruce Willis,Meryl Streep,Isabella Rossellini
Shanghai Noon ,Color,English,USA,Action|Adventure|Comedy|Western,PG-13,19th century|chinese|princess|rescue|travel,Tom Dey,Xander Berkeley,Jason Connery,Kate Luyben
Executive Decision ,Color,English,USA,Action|Adventure|Thriller,R,bomb|hostage|military|plane|terrorist,Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh
Mr. Popper's Penguins ,Color,English,USA,Comedy|Family|Fantasy,PG,father|penguin|snowglobe|son|winter,Mark Waters,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall
The Forbidden Kingdom ,Color,English,USA,Action|Adventure|Fantasy,PG-13,monkey king|staff|teenager|urination|warrior,Rob Minkoff,Jet Li,Thomas McDonell,Michael Angarano
Free Birds ,Color,English,USA,Adventure|Animation|Comedy|Family,PG,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,Jimmy Hayward,Amy Poehler,Carlos Ponce,Dan Fogler
Alien 3 ,Color,English,USA,Action|Horror|Sci-Fi,R,alien|crash|planet|prison|survivor,David Fincher,Charles S. Dutton,Holt McCallany,Paul McGann
Evita ,Color,English,USA,Biography|Drama|History|Musical,PG,actress|argentina|military|politics|singer,Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou
Ronin ,Color,English,UK,Action|Adventure|Crime|Thriller,R,case|ex kgb|ronin|russian|suitcase,John Frankenheimer,Robert De Niro,Natascha McElhone,Michael Lonsdale
The Ghost and the Darkness ,Color,English,USA,Adventure|Drama|Horror|Thriller,R,bridge|engineer|hunter|lion|railway,Stephen Hopkins,Tom Wilkinson,Bernard Hill,Om Puri
Paddington ,Color,English,UK,Animation|Comedy|Family|Fantasy,PG,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist,Paul King,Julie Walters,Matt Lucas,Sally Hawkins
The Watch ,Color,English,USA,Action|Comedy|Sci-Fi,R,alien|escape|manager|neighborhood watch|ohio,Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt
The Hunted ,Color,English,USA,Action|Crime|Drama|Thriller,R,capture|combat|fbi|hunter|special forces,William Friedkin,Connie Nielsen,Jenna Boyd,Rex Linn
Instinct ,Color,English,USA,Drama|Thriller,R,africa|anthropologist|murder|poacher|psychiatrist,Jon Turteltaub,Anthony Hopkins,Maura Tierney,John Ashton
Stuck on You ,Color,English,USA,Comedy,PG-13,actor|conjoined twins|cook|internet|short order cook,Bobby Farrelly,Matt Damon,Terence Bernie Hines,Seymour Cassel
Semi-Pro ,Color,English,USA,Comedy|Sport,R,flint michigan|merger|michigan|nba|team,Kent Alterman,Will Ferrell,Maura Tierney,Matt Walsh
The Pirates! Band of Misfits ,Color,English,UK,Adventure|Animation|Comedy|Family,PG,charles darwin|cutlass|pirate|queen victoria|scientist,Peter Lord,Salma Hayek,Russell Tovey,Brian Blessed
Changeling ,Color,English,USA,Crime|Drama|Mystery|Thriller,R,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,Clint Eastwood,Angelina Jolie Pitt,Michael Kelly,Colm Feore
Chain Reaction ,Color,English,USA,Action|Drama|Sci-Fi|Thriller,PG-13,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,Andrew Davis,Keanu Reeves,Morgan Freeman,Kevin Dunn
The Fan ,Color,English,USA,Action|Drama|Sport|Thriller,R,baseball|fan|obsession|salesman|san francisco giants,Tony Scott,Robert De Niro,Kurt Fuller,Ellen Barkin
The Phantom of the Opera , Black and White,English,UK,Drama|Musical|Romance|Thriller,PG-13,based on stage musical based on novel|disfigurement|mask|opera|singer,Joel Schumacher,Gerard Butler,Minnie Driver,Miranda Richardson
Elizabeth: The Golden Age ,Color,English,UK,Biography|Drama|History|War,PG-13,court|intrigue|queen|spain|virgin,Shekhar Kapur,Eddie Redmayne,Abbie Cornish,Jordi Mollà
Æon Flux ,Color,English,USA,Action|Sci-Fi,PG-13,based on cult favorite|disease|female hero|female protagonist|future,Karyn Kusama,Charlize Theron,Sophie Okonedo,Paterson Joseph
Gods and Generals ,Color,English,USA,Drama|History|War,PG-13,confederacy|hero|prequel|stonewall jackson|war hero,Ron Maxwell,Billy Campbell,Bruce Boxleitner,John Castle
Turbulence ,Color,English,USA,Action|Thriller,R,airplane|christmas|marshal|pilot|u.s. marshal,Robert Butler,Hector Elizondo,Lauren Holly,Jeffrey DeMunn
Imagine That ,Color,English,USA,Comedy|Drama|Family|Fantasy,PG,blanket|competition|family relationships|feather|sleepover,Karey Kirkpatrick,Stephen Root,Ronny Cox,Richard Schiff
Muppets Most Wanted ,Color,English,USA,Adventure|Comedy|Crime|Family|Musical,PG,europe|frog|gulag|prison break|puppet,James Bobin,Ty Burrell,Tina Fey,Hugh Bonneville
Thunderbirds ,Color,English,UK,Action|Adventure|Comedy|Family|Sci-Fi,PG,astronaut|island|lady penelope|rescue|the hood,Jonathan Frakes,Sophia Myles,Philip Winchester,Brady Corbet
Burlesque ,Color,English,USA,Drama|Music|Musical|Romance,PG-13,burlesque|dancer|iowa|small town girl|stage,Steve Antin,Eric Dane,Peter Gallagher,David Walton
A Very Long Engagement ,Color,French,France,Drama|Mystery|Romance|War,R,court martial|death|girl|no man's land|soldier,Jean-Pierre Jeunet,Denis Lavant,André Dussollier,Albert Dupontel
Lolita , Black and White,English,UK,Crime|Drama|Romance,Not Rated,lolita|nymphet|older man young girl relationship|professor|writer,Stanley Kubrick,James Mason,Shelley Winters,Lois Maxwell
Eye See You ,Color,English,USA,Crime|Horror|Mystery|Thriller,R,drill in the eye|eye gouging|hanged woman|murder|peep hole,Jim Gillespie,Sylvester Stallone,Tom Berenger,Charles S. Dutton
Blade II ,Color,English,USA,Action|Horror|Sci-Fi|Thriller,R,blade the character|cult film|mutation|vampire|warrior,Guillermo del Toro,Norman Reedus,Thomas Kretschmann,Tony Curran
Seven Pounds ,Color,English,USA,Drama|Romance,PG-13,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,Gabriele Muccino,Will Smith,Rosario Dawson,Madison Pettis
Bullet to the Head ,Color,English,USA,Action|Thriller,R,bar|bullet|corruption|detective|lawyer,Walter Hill,Sylvester Stallone,Jason Momoa,Jon Seda
The Godfather: Part III ,Color,English,USA,Crime|Drama,R,1970s|family relationships|mob hit|opera|repeating history,Francis Ford Coppola,Al Pacino,Joe Mantegna,Bridget Fonda
Elizabethtown ,Color,English,USA,Comedy|Drama|Romance,PG-13,flight|flight attendant|kentucky|shoes|travel,Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer
"You, Me and Dupree ",Color,English,USA,Comedy|Romance,PG-13,best friend|foot fetish|houseguest|newlywed|wedding,Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer
Superman II ,Color,English,USA,Action|Adventure|Romance|Sci-Fi,PG,alien invasion|based on comic book|flying superhero|phantom zone|revenge,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper
Gigli ,Color,English,USA,Comedy|Crime|Romance,R,gangster|hospital|lesbian|mob|thug,Martin Brest,Todd Giebenhain,Lenny Venito,David Backus
All the King's Men , Black and White,English,Germany,Drama|Thriller,PG-13,governor|journalist|louisiana|mistress|politician,Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn
Shaft ,Color,English,Germany,Action|Crime|Thriller,R,blaxploitation|detective|drugs|shaft|trial,John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen
Anastasia ,Color,English,USA,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,G,amnesia|reference to anastasia romanov|romanov|russia|russian revolution,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters
Moulin Rouge! , Black and White,English,USA,Drama|Musical|Romance,PG-13,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh
Domestic Disturbance ,Color,English,USA,Crime|Mystery|Thriller,PG-13,amateur detective|boat builder|boy|stepfather|witness,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary
Black Mass ,Color,English,USA,Biography|Crime|Drama,R,based on true story|boston massachusetts|fbi agent|gangster|true crime,Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott
Flags of Our Fathers ,Color,English,USA,Drama|History|War,R,imperial japan|japan|japanese army|japanese soldier|world war two,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy
Law Abiding Citizen ,Color,English,USA,Crime|Drama|Thriller,R,attorney|deal|district attorney|investigation|justice,F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly
Grindhouse ,Color,English,USA,Action|Horror|Thriller,R,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell
Beloved ,Color,English,USA,Drama|History|Horror,R,farm|freedom|ohio|slavery|spirit,Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper
Lucky You ,Color,English,USA,Drama|Romance|Sport,PG-13,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee
Catch Me If You Can ,Color,English,USA,Biography|Crime|Drama,PG-13,attorney|cat and mouse|fbi|pan am|pilot,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner
Zero Dark Thirty ,Color,English,USA,Drama|History|Thriller,R,al qaeda|cia|interrogation|lie|navy seal,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers
The Break-Up ,Color,English,USA,Comedy|Drama|Romance,PG-13,art|break up|football video game|kitchen|talking to one's self in a mirror,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret
Mamma Mia! ,Color,English,USA,Comedy|Family|Musical|Romance,PG-13,bride|greece|island|mediterranean|wedding,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters
Valentine's Day ,Color,English,USA,Comedy|Romance,PG-13,flower|indian restaurant|tv station|valentine|valentine's day,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway
The Dukes of Hazzard ,Color,English,USA,Action|Adventure|Comedy,PG-13,1969 dodge charger|bikini|farm|misogynist|tow truck,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston
The Thin Red Line ,Color,English,USA,Drama|War,R,battle|hill|jungle|multiple perspectives|tropical island,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok
The Change-Up ,Color,English,USA,Comedy|Fantasy,R,best friend|fountain|law firm|lawyer|sex,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe
Man on the Moon ,Color,English,UK,Biography|Comedy|Drama,R,andy kaufman|comedian|eccentric|wrestler|wrestling,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen
Casino ,Color,English,USA,Biography|Crime|Drama,R,car bomb|card cheat|cash|casino|gambling syndicate,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak
From Paris with Love ,Color,English,France,Action|Thriller,R,ambassador|cia|dinner|spy|terrorist,Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan
Bulletproof Monk ,Color,English,USA,Action|Comedy|Fantasy,PG-13,monastery|monk|scroll|tibetan|tibetan monk,Paul Hunter,Jaime King,Mako,Victoria Smurfit
"Me, Myself & Irene ",Color,English,USA,Comedy,R,dissociative identity disorder|limousine|multiple personality|police|rhode island,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran
Barnyard ,Color,English,Germany,Animation|Comedy|Family,PG,cow|farmer|howl|howling at the moon|vegetarian,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche
Deck the Halls ,Color,English,USA,Comedy|Family,PG,christmas|december|holiday|massachusetts|neighbor,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat
The Twilight Saga: New Moon ,Color,English,USA,Adventure|Drama|Fantasy|Romance,PG-13,forks washington|protecting a woman|title same as book|vampire|werewolf,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner
Shrek ,Color,English,USA,Adventure|Animation|Comedy|Family|Fantasy,PG,donkey|fairy tale|ogre|princess|swamp,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block
The Adjustment Bureau ,Color,English,USA,Romance|Sci-Fi|Thriller,PG-13,love at first sight|obscene finger gesture|rain|teleportation|three word title,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart
Robin Hood: Prince of Thieves ,Color,English,USA,Action|Adventure|Drama|Romance,PG-13,balladeer|crusades|england|king|modern minstrel,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott
Jerry Maguire ,Color,English,USA,Comedy|Drama|Romance|Sport,R,agent|career|client|fiance|sports agent,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt
Ted ,Color,English,USA,Comedy|Fantasy,R,2010s|car accident|sex scene|teddy bear|testicle,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt
As Good as It Gets ,Color,English,USA,Comedy|Drama|Romance,PG-13,dog|friendship|neighbor|unlikely friendship|writer,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight
Patch Adams ,Color,English,USA,Biography|Comedy|Drama|Romance,PG-13,doctor|hospital|mental institution|nurse|student,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter
Anchorman 2: The Legend Continues ,Color,English,USA,Comedy,PG-13,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell
Mr. Deeds ,Color,English,USA,Comedy|Romance,PG-13,abbreviation in title|reporter|small town|sudden wealth|unknowing heir,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher
Super 8 ,Color,English,USA,Mystery|Sci-Fi|Thriller,PG-13,deputy|group of friends|time|train|train crash,J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills
Erin Brockovich ,Color,English,USA,Biography|Drama,R,contamination|corporate crime|environmental issue|female protagonist|working single mother,Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell
How to Lose a Guy in 10 Days ,Color,English,USA,Comedy|Romance,PG-13,advertising executive|diamond|magazine|party|wager,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon
22 Jump Street ,Color,English,USA,Action|Comedy|Crime,R,college|drugs|hidden camera|tattoo|undercover,Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West
Interview with the Vampire: The Vampire Chronicles ,Color,English,USA,Drama|Fantasy|Horror,R,betrayal|dangerous friend|gothic|monster as victim|vampire,Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst
Yes Man ,Color,English,USA,Comedy|Romance,PG-13,best friend|dvd|girlfriend|loan|self help,Peyton Reed,Bradley Cooper,Zooey Deschanel,Danny Masterson
Central Intelligence ,Color,English,USA,Action|Comedy|Crime,PG-13,accountant|blooper|espionage|facebook|high school reunion,Rawson Marshall Thurber,Dwayne Johnson,Thomas Kretschmann,Megan Park
Stepmom ,Color,English,USA,Comedy|Drama,PG-13,attorney|cancer|custody|fashion photographer|photographer,Chris Columbus,Julia Roberts,Liam Aiken,Herbert Russell
Daddy's Home ,Color,English,USA,Comedy|Family,PG-13,biological father|dad|drinking|product placement|wilhelm scream,Sean Anders,Will Ferrell,Linda Cardellini,Mark L. Young
Into the Woods ,Color,English,USA,Adventure|Comedy|Drama|Fantasy|Musical,PG,based on stage musical|cinderella|little red riding hood|singing|witch,Rob Marshall,Johnny Depp,Meryl Streep,Anna Kendrick
Inside Man ,Color,English,USA,Crime|Drama|Mystery|Thriller,R,bank|detective|negotiation|police|robber,Spike Lee,Denzel Washington,James Ransone,Peter Gerety
Payback ,Color,English,USA,Action|Crime|Drama|Thriller,R,anti hero|criminal|greed|prostitute|tough guy,Brian Helgeland,Bill Duke,Deborah Kara Unger,William Devane
Congo ,Color,English,USA,Action|Adventure|Mystery|Sci-Fi,PG-13,captain|congo|expedition|laser|lost city,Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov
We Bought a Zoo ,Color,English,USA,Comedy|Drama|Family,PG,blocked road|father son relationship|love at first sight|teenage boy|zookeeper,Cameron Crowe,Scarlett Johansson,Matt Damon,Stephanie Szostak
Knowing ,Color,English,USA,Drama|Mystery|Sci-Fi|Thriller,PG-13,disaster|end of the world|number|student|time capsule,Alex Proyas,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury
Failure to Launch ,Color,English,USA,Comedy|Romance,PG-13,friend|intervention|moving|secret|slacker,Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel
The Ring Two ,Color,English,USA,Horror|Mystery,PG-13,cartoon on tv|foreign language adaptation|second part|videotape|writer,Hideo Nakata,Naomi Watts,Gary Cole,Sissy Spacek
"Crazy, Stupid, Love. ",Color,English,USA,Comedy|Drama|Romance,PG-13,bar|divorce|friend|girl|male objectification,Glenn Ficarra,Ryan Gosling,Emma Stone,Steve Carell
Garfield ,Color,English,USA,Animation|Comedy|Family|Fantasy,PG,cat|dog|first part|lasagna|veterinarian,Peter Hewitt,Bill Murray,Mark Christopher Lawrence,Michael Monks
Christmas with the Kranks ,Color,English,USA,Comedy|Family,PG,act of kindness|christmas|christmas eve|neighbor|vacation,Joe Roth,Jamie Lee Curtis,Cheech Marin,Jake Busey
Moneyball ,Color,English,USA,Biography|Drama|Sport,PG-13,baseball|meeting|statistics|strategy|voice over,Bennett Miller,Philip Seymour Hoffman,Robin Wright,Brad Pitt
Outbreak ,Color,English,USA,Action|Drama|Thriller,R,disease|epidemic|monkey|quarantine|virus,Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo
Non-Stop ,Color,English,UK,Action|Mystery|Thriller,PG-13,air marshal|death|passenger|terrorist|transatlantic flight,Jaume Collet-Serra,Liam Neeson,Nate Parker,Scoot McNairy
Race to Witch Mountain ,Color,English,USA,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,PG,alien|military|mountain|spacecraft|ufo,Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott
