,movie_title,color,language,country,genres,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
1453,J. Edgar ,Color,English,USA,Biography|Crime|Drama,R,agent|fbi|federal bureau of investigation|gay relationship|secret,Clint Eastwood,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever
1454,Mirrors ,Color,English,USA,Horror|Mystery,R,estranged wife|evil|fire|medication|mirror,Alexandre Aja,Jason Flemyng,Cameron Boyce,Julian Glover
1455,Queen of the Damned ,Color,English,USA,Drama|Fantasy|Horror,R,fatal attraction|interspecies romance|queen|supernatural power|vampire,Michael Rymer,Aaliyah,Lena Olin,Bruce Spence
1456,Predator 2 ,Color,English,USA,Action|Horror|Sci-Fi,R,alien|drug lord|gang|hunter|predator,Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall
1457,Untraceable ,Color,English,USA,Crime|Drama|Thriller,R,cat|fbi agent|murder|serial killer|website,Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross
1458,Blast from the Past ,Color,English,USA,Comedy|Drama|Romance|Sci-Fi,PG-13,1960s|bomb shelter|cuban missile crisis|food|naive man,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith
1459,Flash Gordon ,Color,English,UK,Action|Adventure|Sci-Fi,PG,american football|cult film|emperor|flash gordon|mind reading,Mike Hodges,Brian Blessed,William Hootkins,Sam J. Jones
1460,Jersey Girl ,Color,English,USA,Comedy|Drama|Romance,PG-13,baby|childbirth|death|karma|publicist,Kevin Smith,Stephen Root,Mike Starr,George Carlin
1461,Alex Cross ,Color,English,USA,Action|Crime|Mystery|Thriller,PG-13,assassin|detective|partner|police|serial killer,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo
1462,Midnight in the Garden of Good and Evil ,Color,English,USA,Crime|Drama|Mystery|Thriller,R,graveyard|murder|murder trial|reporter|trial,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy
1463,Heist ,Color,English,USA,Action|Crime|Thriller,R,bus|die hard scenario,Scott Mann,Robert De Niro,Joshua Mikel,D.B. Sweeney
1464,Nanny McPhee Returns ,Color,English,UK,Comedy|Family|Fantasy,PG,farm|magic|mother daughter relationship|overalls|title directed by female,Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos
1465,Hoffa ,Color,English,USA,Biography|Crime|Drama,R,labor|labor union|leader|mafia|union,Danny DeVito,Frank Whaley,J.T. Walsh,Paul Guilfoyle
1466,The X Files: I Want to Believe ,Color,English,USA,Drama|Mystery|Sci-Fi|Thriller,PG-13,fbi|priest|psychic|psychic vision|staff physician,Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox
1467,Ella Enchanted ,Color,English,USA,Comedy|Family|Fantasy|Romance,PG,curse|fairy|obedience|prince|strong female character,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley
1468,Concussion ,Color,English,UK,Biography|Drama|Sport,PG-13,chronic traumatic encephalopathy|concussion|football|football player|pathologist,Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks
1469,Abduction ,Color,English,USA,Action|Mystery|Thriller,PG-13,assassin|high school|on the run|teenager|website,John Singleton,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone
1470,Valiant ,Color,English,UK,Adventure|Animation|Comedy|Family|War,G,dove|falcon|nursing|pigeon|psychological torture,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens
1471,Wonder Boys ,Color,English,USA,Comedy|Drama,R,based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor,Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas
1472,Superhero Movie ,Color,English,USA,Action|Comedy|Sci-Fi|Thriller,PG-13,dragonfly|hero|high school|soaking wet|supervillian origin,Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross
1473,Broken City ,Color,English,USA,Crime|Drama|Thriller,R,election|father son relationship|fellatio|gay slur|title spoken by character,Allen Hughes,Alona Tal,James Ransone,Michael Beach
1474,Cursed ,Color,English,USA,Comedy|Horror,PG-13,creature|death|party|rescue|werewolf,Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears
1475,Premium Rush ,Color,English,USA,Action|Crime|Thriller,PG-13,chase|courier|delivery|envelope|police,David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi
1476,Hot Pursuit ,Color,English,USA,Action|Comedy|Crime,PG-13,danger|drug cartel|female cop|female police officer|fugitive,Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley
1477,The Four Feathers ,Color,English,UK,Adventure|Drama|Romance|War,PG-13,male nudity|naked dead man|nudity|sex|whipping,Shekhar Kapur,Djimon Hounsou,Lucy Gordon,Alex Jennings
1478,Parker ,Color,English,USA,Action|Crime|Romance|Thriller,R,action hero|disguise|hospital|real estate agent|thief,Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce
1479,Wimbledon ,Color,English,UK,Comedy|Romance|Sport,PG-13,career|player|tennis|tennis player|wimbledon,Richard Loncraine,Kirsten Dunst,Jon Favreau,Austin Nichols
1480,Furry Vengeance ,Color,English,USA,Comedy|Family,PG,animal|bear|land developer|real estate|real estate developer,Roger Kumble,Brendan Fraser,Brooke Shields,Matt Prokop
1481,Bait ,Color,English,Australia,Action|Horror|Sci-Fi,R,great white shark|shark|supermarket|swimming|tsunami,Kimble Rendall,Alex Russell,Cariba Heine,Richard Brancatisano
1482,Krull ,Color,English,UK,Action|Adventure|Fantasy,PG,cyclops|fortress|monster|planet|rescue,Peter Yates,Liam Neeson,Alun Armstrong,Lysette Anthony
1483,Lions for Lambs ,Color,English,USA,Drama|Thriller|War,R,afghanistan|professor|reporter|student|university,Robert Redford,Meryl Streep,Tom Cruise,Andrew Garfield
1484,Flight of the Intruder ,Color,English,USA,Action|Drama|Thriller|War,PG-13,bombardier|pilot|u.s. navy|vietnam|vietnam war,John Milius,Rosanna Arquette,Dann Florek,Christopher Rich
1485,Walk Hard: The Dewey Cox Story ,Color,English,USA,Comedy|Music,R,drugs|elvis|musician|singer|the beatles,Jake Kasdan,Tim Meadows,Nat Faxon,Matt Price
1486,The Shipping News ,Color,English,USA,Drama,R,employee employer relationship|husband wife relationship|newspaper|ship|wake,Lasse Hallström,Kevin Spacey,Scott Glenn,Jason Behr
1487,American Outlaws ,Color,English,USA,Action|Western,PG-13,legend|old west|outlaw|railroad|stealing from the rich,Les Mayfield,Gregory Smith,Ronny Cox,Harris Yulin
1488,The Young Victoria ,Color,English,UK,Biography|Drama|History|Romance,PG,19th century|courtship|female protagonist|princess|queen of england,Jean-Marc Vallée,Michiel Huisman,Jim Broadbent,Thomas Kretschmann
1489,Whiteout ,Color,English,USA,Action|Crime|Mystery|Thriller,R,antarctica|geologist|investigation|u.s. marshal|winter,Dominic Sena,Tom Skerritt,Bashar Rahal,Shawn Doyle
1490,The Tree of Life ,Color,English,USA,Drama|Fantasy,PG-13,1950s|children|ice cube|texas|waco texas,Terrence Malick,Brad Pitt,Tye Sheridan,Fiona Shaw
1491,Knock Off ,Color,English,Aruba,Action|Comedy|Thriller,R,cia|hong kong|market|undercover|van,Hark Tsui,Paul Sorvino,Lela Rochon,Ray Nicholas
1492,Sabotage ,Color,English,USA,Action|Crime|Drama|Thriller,R,dea|drug cartel|kicked in the crotch|strip club|tough girl,David Ayer,Mireille Enos,Martin Donovan,Maurice Compte
1493,The Order ,Color,English,USA,Action|Mystery|Thriller,R,death|exorcism|heaven|priest|sin eater,Brian Helgeland,Heath Ledger,Mark Addy,Benno Fürmann
1494,Punisher: War Zone ,Color,English,USA,Action|Crime|Drama|Thriller,R,gun fu|plastic surgery|psychopath|undercover|vigilante,Lexi Alexander,Julie Benz,Wayne Knight,Colin Salmon
1495,Zoom ,Color,English,USA,Action|Adventure|Family|Sci-Fi,PG,bruise|female hero|super strength|superhero|teenage superhero,Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson
1496,The Walk ,Color,English,USA,Adventure|Biography|Drama|Thriller,PG,1970s|based on true story|new york city|skyscraper|tightrope walker,Robert Zemeckis,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin
1497,Warriors of Virtue ,Color,English,USA,Action|Adventure|Fantasy,PG,anthropomorphic animal|football|kangaroo|sword and sorcery|water boy,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen
1498,A Good Year ,Color,English,USA,Comedy|Drama|Romance,PG-13,based on novel|inheritance|provence|uncle|wine,Ridley Scott,Archie Panjabi,Albert Finney,Richard Coyle
1499,Luther             ,Color,English,UK,Crime|Drama|Mystery|Thriller,TV-MA,murder|police|psychopath,,Ruth Wilson,Indira Varma,Warren Brown
1500,Radio Flyer ,Color,English,USA,Drama,PG-13,father son relationship|physical abuse|radio flyer|stepfather|stepfather stepson relationship,Richard Donner,Adam Baldwin,Thomas Ian Nicholas,John Heard
1501,"Blood In, Blood Out ",Color,English,USA,Crime|Drama,R,1970s|1980s|barrio|gang war|mexican,Taylor Hackford,Delroy Lindo,Jesse Borrego,Raymond Cruz
1502,Smilla's Sense of Snow ,Color,English,Denmark,Action|Drama|Sci-Fi|Thriller,R,boy|greenland|neighbor|roof|snow,Bille August,Jim Broadbent,Tom Wilkinson,Julia Ormond
1503,Femme Fatale ,Color,English,France,Crime|Drama|Mystery|Thriller,R,ambassador|cannes|identity|suicide|thief,Brian De Palma,Peter Coyote,Gregg Henry,Rie Rasmussen
1504,Lion of the Desert , Black and White,English,Libya,Biography|Drama|History|War,PG,arab|general|libya|muslim|mussolini,Moustapha Akkad,Oliver Reed,Rod Steiger,John Gielgud
1505,The Horseman on the Roof ,Color,French,France,Adventure|Drama|Romance|War,R,austrian|breasts|cholera|police|provence,Jean-Paul Rappeneau,Olivier Martinez,François Cluzet,Isabelle Carré
1506,Ride with the Devil ,Color,English,USA,Drama|Romance|War|Western,R,bushwhacker|friend|honor|kansas|raid,Ang Lee,Jeremy W. Auman,Jeffrey Dover,Tobey Maguire
1507,Biutiful ,Color,Spanish,Mexico,Drama,R,children|chinese|illegal immigrant|immigrant|male ponytail,Alejandro G. Iñárritu,Maricel Álvarez,Hanaa Bouchaib,Eduard Fernández
1508,The Lovers ,Color,English,Belgium,Action|Adventure|Romance|Sci-Fi,R,1770s|british india|great barrier reef|india|ring,Roland Joffé,Tamsin Egerton,Alice Englert,Bipasha Basu
1509,Bandidas ,Color,English,France,Action|Comedy|Crime|Western,PG-13,bank|cleavage|farmer|female gunfighter|mexico,Joachim Rønning,Salma Hayek,Sam Shepard,Dwight Yoakam
1510,Black Water Transit ,Color,English,USA,Crime|Drama,,based on novel,Tony Kaye,Bill Cobbs,Aisha Tyler,Beverly D'Angelo
1511,The Maze Runner ,Color,English,USA,Action|Mystery|Sci-Fi|Thriller,PG-13,based on novel|concrete wall|maze|open ended|teenage boy,Wes Ball,Ki Hong Lee,Aml Ameen,Jacob Latimore
1512,Unfinished Business ,Color,English,USA,Comedy,R,business trip|company|glory hole|male frontal nudity|male nudity,Ken Scott,Tom Wilkinson,June Diane Raphael,Melissa McMeekin
1513,The Age of Innocence ,Color,English,USA,Drama|Romance,PG,19th century|countess|lawyer|love|new york,Martin Scorsese,Richard E. Grant,Geraldine Chaplin,Stuart Wilson
1514,The Fountain ,Color,English,USA,Drama|Sci-Fi,PG-13,eternity|love|mayan|tree|tree of life,Darren Aronofsky,Hugh Jackman,Ellen Burstyn,Mark Margolis
1515,Chill Factor ,Color,English,USA,Action|Adventure|Comedy|Drama|Thriller,R,colonel|ice|ice cream truck|military|u.s. army,Hugh Johnson,David Paymer,Kevin J. O'Connor,Hudson Leick
1516,Stolen ,Color,English,USA,Action|Crime|Drama|Thriller,R,bank|money|presumed dead|rescue|thief,Simon West,Nicolas Cage,Mark Valley,Sami Gayle
1517,Ponyo ,Color,Japanese,Japan,Adventure|Animation|Family|Fantasy,G,children adventure|magical realism|sea goddess|small town|tsunami,Hayao Miyazaki,Rumi Hiiragi,Yûki Amami,Yuria Nara
1518,The Longest Ride ,Color,English,USA,Drama|Romance,PG-13,1940s|art collector|bull riding|north carolina|student,George Tillman Jr.,Tiago Riani,Melissa Benoist,Hayley Lovitt
1519,The Astronaut's Wife ,Color,English,USA,Drama|Sci-Fi|Thriller,R,astronaut|electrocuted in bathtub|mission|pilot|sister,Rand Ravich,Johnny Depp,Charlize Theron,Clea DuVall
1520,I Dreamed of Africa ,Color,English,USA,Adventure|Drama|Romance,PG-13,dream|italian|kenya|ranch|snake,Hugh Hudson,Liam Aiken,Eva Marie Saint,Vincent Perez
1521,Playing for Keeps ,Color,English,USA,Comedy|Romance|Sport,PG-13,coach|soccer|soccer coach|soccer mom|soccer team,Gabriele Muccino,Gerard Butler,Dennis Quaid,Judy Greer
1522,Mandela: Long Walk to Freedom ,Color,English,UK,Biography|Drama|History,PG-13,africa|apartheid|nelson mandela|president|resistance,Justin Chadwick,Terry Pheto,Fana Mokoena,Tony Kgoroge
1523,Reds ,Color,English,USA,Biography|Drama|History|Romance,PG,cold war|cold war era|interview|russia|written and directed by cast member,Warren Beatty,Paul Sorvino,Warren Beatty,M. Emmet Walsh
1524,A Few Good Men ,Color,English,USA,Drama|Thriller,R,cuba|guantanamo|lance corporal|lawyer|murder,Rob Reiner,Tom Cruise,Demi Moore,Kevin Pollak
1525,Exit Wounds ,Color,English,USA,Action|Comedy|Crime|Drama|Thriller,R,corrupt cop|drug dealer|drugs|heroin|vice president,Andrzej Bartkowiak,Michael Jai White,Bill Duke,Bruce McGill
1526,Big Momma's House ,Color,English,USA,Action|Comedy|Crime,PG-13,disguise|fbi|female impersonation|gender disguise|obesity,Raja Gosnell,Nia Long,Cedric the Entertainer,Tichina Arnold
1527,Thunder and the House of Magic ,Color,English,Belgium,Adventure|Animation|Comedy|Family|Fantasy,,,Jeremy Degruson,Kyle Hebert,Brianne Brozey,Joe Ochman
1528,The Darkest Hour ,Color,English,USA,Action|Adventure|Horror|Sci-Fi|Thriller,PG-13,alien|aurora borealis|critically bashed|killing an animal|nightclub,Chris Gorak,Max Minghella,Veronika Vernadskaya,Dato Bakhtadze
1529,Step Up Revolution ,Color,English,USA,Drama|Music|Romance,PG-13,3 dimensional|dance|dancer|dancing|flash mob,Scott Speer,Ryan Guzman,Stephen Boss,Misha Gabriel Hamilton
1530,Snakes on a Plane ,Color,English,Germany,Action|Adventure|Crime|Drama|Thriller,R,baby rattle|famous line|murder|passenger|snake,David R. Ellis,Lin Shaye,Kenan Thompson,Rachel Blanchard
1531,The Watcher ,Color,English,USA,Crime|Horror|Mystery|Thriller,R,fbi|murder|scene of the crime|serial killer|therapy,Joe Charbanic,Keanu Reeves,Joseph Sikora,Chris Ellis
1532,The Punisher ,Color,English,USA,Action|Crime|Drama|Thriller,R,death|family reunion|fbi|fbi agent|vigilante,Jonathan Hensleigh,Laura Harring,Marco St. John,Eddie Jemison
1533,Goal! The Dream Begins ,Color,English,USA,Drama|Romance|Sport,PG-13,barrio|border|newcastle united|party|soccer,Danny Cannon,Sean Pertwee,Kuno Becker,Stephen Dillane
1534,Safe ,Color,English,USA,Action|Crime|Thriller,R,bodyguard|gang war|russian|russian mafia|triad,Boaz Yakin,Jason Statham,Reggie Lee,Robert John Burke
1535,Pushing Tin ,Color,English,USA,Comedy|Drama|Romance,R,air traffic control|air traffic controller|female bodybuilder|job|marriage,Mike Newell,Angelina Jolie Pitt,Kurt Fuller,Jake Weber
1536,Star Wars: Episode VI - Return of the Jedi ,Color,English,USA,Action|Adventure|Fantasy|Sci-Fi,PG,death star|emperor|empire|princess|rebel,Richard Marquand,Harrison Ford,Ian McDiarmid,Kenny Baker
1537,Doomsday ,Color,English,UK,Action|Sci-Fi|Thriller,R,cure|quarantine|scotland|virus|wall,Neil Marshall,Ryan Kruger,Jason Cope,Jeremy Crutchley
1538,The Reader ,Color,English,USA,Drama|Romance,R,love|reading|teaching oneself to read|trial|war crime,Stephen Daldry,Kate Winslet,David Kross,Susanne Lothar
1539,Wanderlust ,Color,English,USA,Comedy,R,childbirth|female frontal nudity|nude protest|nudist|skinny dipping,David Wain,Justin Theroux,Lauren Ambrose,Joe Lo Truglio
1540,Elf ,Color,English,USA,Comedy|Family|Fantasy|Romance,PG,baby|christmas spirit|elf|new york city|north pole,Jon Favreau,Peter Dinklage,Zooey Deschanel,Will Ferrell
1541,Phenomenon ,Color,English,USA,Drama|Fantasy|Romance|Sci-Fi,PG,brain tumor|genius|psionic power|telekinesis|terminal illness,Jon Turteltaub,Robert Duvall,Kyra Sedgwick,David Gallagher
1542,Snow Dogs ,Color,English,Canada,Adventure|Comedy|Family|Sport,PG,dentist|dog|inheritance|race|sled dog,Brian Levant,James Coburn,Nichelle Nichols,M. Emmet Walsh
1543,Scrooged ,Color,English,USA,Comedy|Drama|Fantasy,PG-13,christmas|compassion|executive|ghost|redemption,Richard Donner,Bill Murray,Alfre Woodard,Robert Mitchum
1544,Nacho Libre ,Color,English,Germany,Comedy|Family|Sport,PG,lucha libre|monastery|nun|orphan|wrestling,Jared Hess,Ana de la Reguera,Moises Arias,Héctor Jiménez
1545,Bridesmaids ,Color,English,USA,Comedy|Romance,R,best friend|failure|food|job|partial female nudity,Paul Feig,Matt Lucas,Wendi McLendon-Covey,Steve Bannos
1546,This Is the End ,Color,English,USA,Comedy|Fantasy,R,apocalypse|celebrity|ensemble cast|party|rapture,Evan Goldberg,Channing Tatum,James Franco,Emma Watson
1547,Stigmata ,Color,English,USA,Horror,R,catholic|priest|stigmata|vatican|wound,Rupert Wainwright,Nia Long,Enrico Colantoni,Portia de Rossi
1548,Men of Honor ,Color,English,USA,Biography|Drama,R,african american|amputee|navy|racial discrimination|racism,George Tillman Jr.,Robert De Niro,Charlize Theron,Michael Rapaport
1549,Takers ,Color,English,USA,Action|Crime|Thriller,PG-13,armored car|bank|falling out among thieves|heist|planning,John Luessenhop,Paul Walker,Hayden Christensen,Jay Hernandez
1550,The Big Wedding ,Color,English,USA,Comedy,R,adoption|divorce|family relationships|farce|wedding,Justin Zackham,Robin Williams,Robert De Niro,Topher Grace
1551,"Big Mommas: Like Father, Like Son ",Color,English,USA,Action|Comedy|Crime,PG-13,fbi agent|murder|performing arts school|scene during end credits|undercover,John Whitesell,Brandon T. Jackson,Tony Curran,Portia Doubleday
1552,Source Code ,Color,English,USA,Mystery|Sci-Fi|Thriller,PG-13,bomber|time|time loop|train|trapped in a time loop,Duncan Jones,Jake Gyllenhaal,Cas Anvar,Russell Peters
1553,Alive ,Color,English,USA,Adventure|Biography|Drama|Thriller,R,andes mountains|crash|death|starvation|stranded,Frank Marshall,Illeana Douglas,Danny Nucci,Michael DeLorenzo
1554,The Number 23 ,Color,English,USA,Mystery|Thriller,R,destiny|detective|imagination|murder|sex scene,Joel Schumacher,Logan Lerman,Virginia Madsen,Ed Lauter
1555,The Young and Prodigious T.S. Spivet ,Color,English,France,Action|Adventure|Drama|Family,PG,3 dimensional|cartographer|punctuation in title|smithsonian|train,Jean-Pierre Jeunet,Callum Rennie,Julian Richings,Judy Davis
1556,1941 ,Color,English,USA,Action|Comedy|War,PG,california|captain|cult film|pearl harbor|submarine,Steven Spielberg,Christopher Lee,John Belushi,Treat Williams
1557,Dreamer: Inspired by a True Story ,Color,English,USA,Drama|Family|Sport,PG,colon in title|horse|kentucky|overalls|six word title,John Gatins,Ken Howard,Freddy Rodríguez,Holmes Osborne
1558,A History of Violence ,Color,English,USA,Crime|Drama|Thriller,R,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,David Cronenberg,Viggo Mortensen,Kyle Schmid,William Hurt
1559,Transporter 2 ,Color,English,France,Action|Crime|Thriller,PG-13,driver|french|kidnapping|police|sequel,Louis Leterrier,Jason Statham,Jason Flemyng,Matthew Modine
1560,The Quick and the Dead , Black and White,English,Japan,Action|Thriller|Western,R,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,Sam Raimi,Leonardo DiCaprio,Pat Hingle,Roberts Blossom
