,movie_name,domestic_gross,movie_link,production_budget,release_date,worldwide_gross,movie_title
967,Stepmom,91137662,http://www.the-numbers.com/movie/Stepmom#tab=summary,50000000,12/25/1998,159745279,Stepmom 
969,Failure to Launch,88715192,http://www.the-numbers.com/movie/Failure-to-Launch#tab=summary,50000000,3/10/2006,128402901,Failure to Launch 
970,Inside Man,88634237,http://www.the-numbers.com/movie/Inside-Man#tab=summary,50000000,3/24/2006,185798265,Inside Man 
971,"Crazy, Stupid, Love",84351197,http://www.the-numbers.com/movie/Crazy-Stupid-Love#tab=summary,50000000,7/29/2011,147142328,"Crazy, Stupid, Love. "
972,Payback,81526121,http://www.the-numbers.com/movie/Payback#tab=summary,50000000,2/5/1999,161626121,Payback 
974,Knowing,79957634,http://www.the-numbers.com/movie/Knowing#tab=summary,50000000,3/20/2009,186450317,Knowing 
975,The Ring Two,75941727,http://www.the-numbers.com/movie/Ring-Two-The#tab=summary,50000000,3/18/2005,161941727,The Ring Two 
976,We Bought a Zoo,75624550,http://www.the-numbers.com/movie/We-Bought-a-Zoo#tab=summary,50000000,11/26/2011,118729073,We Bought a Zoo 
977,Moneyball,75605492,http://www.the-numbers.com/movie/Moneyball#tab=summary,50000000,9/23/2011,111300835,Moneyball 
978,Garfield,75367693,http://www.the-numbers.com/movie/Garfield#tab=summary,50000000,6/11/2004,208094550,Garfield 
979,Christmas with the Kranks,73701902,http://www.the-numbers.com/movie/Christmas-with-the-Kranks#tab=summary,50000000,11/24/2004,96469187,Christmas with the Kranks 
980,V for Vendetta,70511035,http://www.the-numbers.com/movie/V-for-Vendetta#tab=summary,50000000,3/17/2006,130214162,V for Vendetta 
981,Outbreak,67823573,http://www.the-numbers.com/movie/Outbreak#tab=summary,50000000,3/10/1995,67823573,Outbreak 
982,Race to Witch Mountain,67172594,http://www.the-numbers.com/movie/Race-to-Witch-Mountain#tab=summary,50000000,3/13/2009,105103783,Race to Witch Mountain 
984,Herbie: Fully Loaded,66010682,http://www.the-numbers.com/movie/Herbie-Fully-Loaded#tab=summary,50000000,6/22/2005,144110682,Herbie Fully Loaded 
985,Shanghai Knights,60470220,http://www.the-numbers.com/movie/Shanghai-Knights#tab=summary,50000000,2/7/2003,88316835,Shanghai Knights 
987,Curious George,58640119,http://www.the-numbers.com/movie/Curious-George#tab=summary,50000000,2/10/2006,71052604,Curious George 
988,American Reunion,56758835,http://www.the-numbers.com/movie/American-Reunion#tab=summary,50000000,4/6/2012,236799211,American Reunion 
989,Hansel & Gretel: Witch Hunters,55703475,http://www.the-numbers.com/movie/Hansel-and-Gretel-Witch-Hunters#tab=summary,50000000,1/25/2013,214949716,Hansel & Gretel: Witch Hunters 
990,I am Number Four,55100437,http://www.the-numbers.com/movie/I-am-Number-Four#tab=summary,50000000,2/18/2011,146195159,I Am Number Four 
991,Donâ€™t Say a Word,54997476,http://www.the-numbers.com/movie/Dont-Say-a-Word#tab=summary,50000000,9/28/2001,104488383,Don't Say a Word 
993,Unfaithful,52752475,http://www.the-numbers.com/movie/Unfaithful#tab=summary,50000000,5/8/2002,119114494,Unfaithful 
995,Resident Evil: Apocalypse,50740078,http://www.the-numbers.com/movie/Resident-Evil-Apocalypse#tab=summary,50000000,9/10/2004,125168734,Resident Evil: Apocalypse 
996,The Book of Life,50151543,http://www.the-numbers.com/movie/Book-of-Life-The#tab=summary,50000000,10/17/2014,97651543,The Book of Life 
997,Absolute Power,50068310,http://www.the-numbers.com/movie/Absolute-Power#tab=summary,50000000,2/14/1997,50068310,Absolute Power 
998,Firewall,48751189,http://www.the-numbers.com/movie/Firewall#tab=summary,50000000,2/10/2006,82751189,Firewall 
999,The Game,48265581,http://www.the-numbers.com/movie/Game-The#tab=summary,50000000,9/12/1997,80369970,The Game 
1000,G.I. Jane,48169156,http://www.the-numbers.com/movie/G-I-Jane#tab=summary,50000000,8/22/1997,48169156,G.I. Jane 
1001,Into the Storm,47602194,http://www.the-numbers.com/movie/Into-the-Storm#tab=summary,50000000,8/8/2014,156602194,Into the Storm 
1002,The Judge,47119388,http://www.the-numbers.com/movie/Judge-The#tab=summary,50000000,10/10/2014,76119388,The Judge 
1003,Silent Hill,46982632,http://www.the-numbers.com/movie/Silent-Hill#tab=summary,50000000,4/21/2006,94704227,Silent Hill 
1004,The Replacements,44737059,http://www.the-numbers.com/movie/Replacements-The#tab=summary,50000000,8/11/2000,50054511,The Replacements 
1005,The Negotiator,44705766,http://www.the-numbers.com/movie/Negotiator-The#tab=summary,50000000,7/29/1998,49105766,The Negotiator 
1006,Beverly Hills Cop III,42586861,http://www.the-numbers.com/movie/Beverly-Hills-Cop-III#tab=summary,50000000,5/25/1994,119180938,Beverly Hills Cop III 
1007,Gremlins 2: The New Batch,41476097,http://www.the-numbers.com/movie/Gremlins-2-The-New-Batch#tab=summary,50000000,6/15/1990,41476097,Gremlins 2: The New Batch 
1008,The Peacemaker,41263140,http://www.the-numbers.com/movie/Peacemaker-The#tab=summary,50000000,9/26/1997,62967368,The Peacemaker 
1009,Out of Time,41083108,http://www.the-numbers.com/movie/Out-of-Time#tab=summary,50000000,10/3/2003,55489826,Out of Time 
1010,Bridget Jones: The Edge Of Reason,40203020,http://www.the-numbers.com/movie/Bridget-Jones-The-Edge-Of-Reason#tab=summary,50000000,11/12/2004,263894551,Bridget Jones: The Edge of Reason 
1011,The Beach,39778599,http://www.the-numbers.com/movie/Beach-The#tab=summary,50000000,2/11/2000,39778599,The Beach 
1012,The Adventures of Sharkboy and Lavagirl in 3-D,39177684,http://www.the-numbers.com/movie/Adventures-of-Sharkboy-and-Lavagirl-in-3-D-The#tab=summary,50000000,6/10/2005,69425966,The Adventures of Sharkboy and Lavagirl 3-D 
1013,On Deadly Ground,38590458,http://www.the-numbers.com/movie/On-Deadly-Ground#tab=summary,50000000,2/18/1994,38590458,On Deadly Ground 
1014,Ninja Assassin,38122883,http://www.the-numbers.com/movie/Ninja-Assassin#tab=summary,50000000,11/25/2009,62209892,Ninja Assassin 
1015,Raising Helen,37485528,http://www.the-numbers.com/movie/Raising-Helen#tab=summary,50000000,5/28/2004,43340302,Raising Helen 
1016,For Love of the Game,35188640,http://www.the-numbers.com/movie/For-Love-of-the-Game#tab=summary,50000000,9/17/1999,46112640,For Love of the Game 
1018,Marmaduke,33644788,http://www.the-numbers.com/movie/Marmaduke#tab=summary,50000000,6/4/2010,84023611,Marmaduke 
1019,Striptease,33109743,http://www.the-numbers.com/movie/Striptease#tab=summary,50000000,6/28/1996,113309743,Striptease 
1020,Hereafter,32746941,http://www.the-numbers.com/movie/Hereafter#tab=summary,50000000,10/15/2010,105246941,Hereafter 
1021,Murder by Numbers,31874869,http://www.the-numbers.com/movie/Murder-by-Numbers#tab=summary,50000000,4/19/2002,56643267,Murder by Numbers 
1022,Assassins,30306268,http://www.the-numbers.com/movie/Assassins#tab=summary,50000000,10/6/1995,83306268,Assassins 
1023,Zoolander 2,28848693,http://www.the-numbers.com/movie/Zoolander-2#tab=summary,50000000,2/12/2016,55348693,Zoolander 2 
1025,Hannibal Rising,27669725,http://www.the-numbers.com/movie/Hannibal-Rising#tab=summary,50000000,2/9/2007,80583311,Hannibal Rising 
1026,The Story of Us,27100030,http://www.the-numbers.com/movie/Story-of-Us-The#tab=summary,50000000,10/15/1999,27100030,The Story of Us 
1027,The Host,26623701,http://www.the-numbers.com/movie/Host-The#tab=summary,50000000,3/29/2013,64477051,The Host 
1028,Basic,26599248,http://www.the-numbers.com/movie/Basic#tab=summary,50000000,3/28/2003,42598498,Basic 
1029,Run All Night,26461644,http://www.the-numbers.com/movie/Run-All-Night#tab=summary,50000000,3/13/2015,66961644,Run All Night 
1030,Blood Work,26199517,http://www.the-numbers.com/movie/Blood-Work#tab=summary,50000000,8/9/2002,26199517,Blood Work 
1031,The International,25450527,http://www.the-numbers.com/movie/International-The#tab=summary,50000000,2/13/2009,53850527,The International 
1032,Escape from L.A.,25426861,http://www.the-numbers.com/movie/Escape-from-L-A#tab=summary,50000000,8/9/1996,25426861,Escape from L.A. 
1034,The Life Aquatic with Steve Zissou,24006726,http://www.the-numbers.com/movie/Life-Aquatic-with-Steve-Zissou-The#tab=summary,50000000,12/10/2004,34806726,The Life Aquatic with Steve Zissou 
1036,Your Highness,21596445,http://www.the-numbers.com/movie/Your-Highness#tab=summary,50000000,4/8/2011,26121638,Your Highness 
1037,Dream House,21302340,http://www.the-numbers.com/movie/Dream-House#tab=summary,50000000,9/30/2011,41642166,Dream House 
1038,Free State of Jones,20810036,http://www.the-numbers.com/movie/Free-State-of-Jones#tab=summary,50000000,6/24/2016,20886891,Free State of Jones 
1039,Gamer,20534907,http://www.the-numbers.com/movie/Gamer#tab=summary,50000000,9/4/2009,42002029,Gamer 
1041,The Life of David Gale,19694635,http://www.the-numbers.com/movie/Life-of-David-Gale-The#tab=summary,50000000,2/21/2003,28920188,The Life of David Gale 
1042,Beautiful Creatures,19452138,http://www.the-numbers.com/movie/Beautiful-Creatures-(2012)#tab=summary,50000000,2/14/2013,60282876,Beautiful Creatures 
1043,Into the Blue,18782227,http://www.the-numbers.com/movie/Into-the-Blue#tab=summary,50000000,9/30/2005,41982227,Into the Blue 
1044,Eastern Promises,17181265,http://www.the-numbers.com/movie/Eastern-Promises#tab=summary,50000000,9/14/2007,56077088,Eastern Promises 
1045,Baby's Day Out,16581575,http://www.the-numbers.com/movie/Babys-Day-Out#tab=summary,50000000,7/1/1994,16581575,Baby's Day Out 
1046,The Messenger: The Story of Joan of Arc,14271297,http://www.the-numbers.com/movie/Messenger-The-The-Story-of-Joan-of-Arc#tab=summary,50000000,11/12/1999,14271297,The Messenger: The Story of Joan of Arc 
1047,Fair Game,11497497,http://www.the-numbers.com/movie/Fair-Game#tab=summary,50000000,11/3/1995,26097497,Fair Game 
1048,Drive Angry,10721033,http://www.the-numbers.com/movie/Drive-Angry#tab=summary,50000000,2/25/2011,41042583,Drive Angry 
1049,Mad City,10561038,http://www.the-numbers.com/movie/Mad-City#tab=summary,50000000,11/7/1997,10561038,Mad City 
1050,The Scarlet Letter,10359006,http://www.the-numbers.com/movie/Scarlet-Letter-The#tab=summary,50000000,10/13/1995,10359006,The Scarlet Letter 
1051,Domino,10169202,http://www.the-numbers.com/movie/Domino#tab=summary,50000000,10/14/2005,22969202,Domino 
1052,Jade,9812870,http://www.the-numbers.com/movie/Jade#tab=summary,50000000,10/13/1995,9812870,Jade 
1053,Street Fighter: The Legend of Chun-Li,9135036,http://www.the-numbers.com/movie/Street-Fighter-The-Legend-of-Chun-Li#tab=summary,50000000,2/27/2009,12335036,Street Fighter: The Legend of Chun-Li 
1054,Death to Smoochy,8355815,http://www.the-numbers.com/movie/Death-to-Smoochy#tab=summary,50000000,3/29/2002,8374062,Death to Smoochy 
1056,The Big Bounce,6471394,http://www.the-numbers.com/movie/Big-Bounce-The#tab=summary,50000000,1/30/2004,6626115,The Big Bounce 
1057,What Planet Are You From?,6291602,http://www.the-numbers.com/movie/What-Planet-Are-You-From#tab=summary,50000000,3/3/2000,6291602,What Planet Are You From? 
1058,Child 44,1224330,http://www.the-numbers.com/movie/Child-44#tab=summary,50000000,4/17/2015,3434330,Child 44 
1062,The One,43905746,http://www.the-numbers.com/movie/One-The#tab=summary,49000000,11/2/2001,43905746,The One 
1063,Chappie,31569268,http://www.the-numbers.com/movie/Chappie#tab=summary,49000000,3/6/2015,105002056,Chappie 
1064,The Adventures of Ford Fairlane,20423389,http://www.the-numbers.com/movie/Adventures-of-Ford-Fairlane-The#tab=summary,49000000,7/11/1990,20423389,The Adventures of Ford Fairlane 
1065,Anna Karenina,12816367,http://www.the-numbers.com/movie/Anna-Karenina-(2012)#tab=summary,49000000,11/16/2012,71004627,Anna Karenina 
1066,Indiana Jones and the Last Crusade,197171806,http://www.the-numbers.com/movie/Indiana-Jones-and-the-Last-Crusade#tab=summary,48000000,5/24/1989,474171806,Indiana Jones and the Last Crusade 
1068,Traffic,124107476,http://www.the-numbers.com/movie/Traffic#tab=summary,48000000,12/27/2000,208300000,Traffic 
1069,Panic Room,95308367,http://www.the-numbers.com/movie/Panic-Room#tab=summary,48000000,3/29/2002,196308367,Panic Room 
1070,Taken 3,89256424,http://www.the-numbers.com/movie/Taken-3#tab=summary,48000000,1/9/2015,327656424,Taken 3 
1071,The Thomas Crown Affair,69304264,http://www.the-numbers.com/movie/Thomas-Crown-Affair-The-(1999)#tab=summary,48000000,8/6/1999,124304264,The Thomas Crown Affair 
1072,The Bone Collector,66488090,http://www.the-numbers.com/movie/Bone-Collector-The#tab=summary,48000000,11/5/1999,151463090,The Bone Collector 
1073,Three Kings,60652036,http://www.the-numbers.com/movie/Three-Kings#tab=summary,48000000,10/1/1999,107752036,Three Kings 
1074,The Tooth Fairy,60022256,http://www.the-numbers.com/movie/Tooth-Fairy#tab=summary,48000000,1/22/2010,112610386,The Tooth Fairy 
1075,Rat Race,56607223,http://www.the-numbers.com/movie/Rat-Race#tab=summary,48000000,8/17/2001,86607223,Rat Race 
1076,3:10 to Yuma,53606916,http://www.the-numbers.com/movie/310-to-Yuma#tab=summary,48000000,9/2/2007,71171825,3:10 to Yuma 
1077,K-PAX,50315140,http://www.the-numbers.com/movie/K-PAX#tab=summary,48000000,8/13/2001,50315140,K-PAX 
1078,Kate and Leopold,47095453,http://www.the-numbers.com/movie/Kate-and-Leopold#tab=summary,48000000,12/25/2001,70937778,Kate & Leopold 
1079,Bedazzled,37879996,http://www.the-numbers.com/movie/Bedazzled#tab=summary,48000000,10/20/2000,90376224,Bedazzled 
1080,Out of Sight,37562568,http://www.the-numbers.com/movie/Out-of-Sight-(1998)#tab=summary,48000000,6/26/1998,77562568,Out of Sight 
1081,The Cotton Club,25928721,http://www.the-numbers.com/movie/Cotton-Club-The#tab=summary,48000000,12/14/1984,25928721,The Cotton Club 
1083,The Infiltrator,14968379,http://www.the-numbers.com/movie/Infiltrator-The#tab=summary,47500000,7/13/2016,14968379,The Infiltrator 
1084,Dick Tracy,103738726,http://www.the-numbers.com/movie/Dick-Tracy#tab=summary,47000000,6/15/1990,162738726,Dick Tracy 
1085,The Cable Guy,60240295,http://www.the-numbers.com/movie/Cable-Guy-The#tab=summary,47000000,6/14/1996,102825796,The Cable Guy 
1086,Earth,32011576,http://www.the-numbers.com/movie/Earth-(2008)#tab=summary,47000000,4/22/2009,116773317,Earth 
1087,Riding in Cars with Boys,29781453,http://www.the-numbers.com/movie/Riding-in-Cars-with-Boys#tab=summary,47000000,10/19/2001,29781453,Riding in Cars with Boys 
1088,Happily N'Ever After,15849032,http://www.the-numbers.com/movie/Happily-N-Ever-After#tab=summary,47000000,1/5/2007,37923818,Happily N'Ever After 
1089,Solaris,14970038,http://www.the-numbers.com/movie/Solaris#tab=summary,47000000,11/27/2002,14970038,Solaris 
1090,Jonah Hex,10547117,http://www.the-numbers.com/movie/Jonah-Hex#tab=summary,47000000,6/18/2010,11022696,Jonah Hex 
1091,Mary Reilly,5707094,http://www.the-numbers.com/movie/Mary-Reilly#tab=summary,47000000,2/23/1996,12900000,Mary Reilly 
1092,My Best Friend's Wedding,126813153,http://www.the-numbers.com/movie/My-Best-Friends-Wedding#tab=summary,46000000,6/20/1997,298923419,My Best Friend's Wedding 
1093,America's Sweethearts,93607673,http://www.the-numbers.com/movie/Americas-Sweethearts#tab=summary,46000000,7/20/2001,160648493,America's Sweethearts 
1094,Star Trek: First Contact,92027888,http://www.the-numbers.com/movie/Star-Trek-First-Contact#tab=summary,46000000,11/22/1996,150000000,Star Trek: First Contact 
1095,Insomnia,67263182,http://www.the-numbers.com/movie/Insomnia-(2002)#tab=summary,46000000,5/24/2002,113622499,Insomnia 
1097,Courage Under Fire,59003384,http://www.the-numbers.com/movie/Courage-Under-Fire#tab=summary,46000000,7/12/1996,100833145,Courage Under Fire 
1098,Inchon,4408636,http://www.the-numbers.com/movie/Inchon#tab=summary,46000000,9/17/1982,4408636,Inchon 
1099,Liar Liar,181410615,http://www.the-numbers.com/movie/Liar-Liar#tab=summary,45000000,3/21/1997,302710615,Liar Liar 
1100,A Bug's Life,162798565,http://www.the-numbers.com/movie/Bugs-Life-A#tab=summary,45000000,11/20/1998,363095319,A Bug's Life 
1101,Taken 2,139854287,http://www.the-numbers.com/movie/Taken-2#tab=summary,45000000,10/5/2012,377807404,Taken 2 
1102,The Flintstones,130531208,http://www.the-numbers.com/movie/Flintstones-The#tab=summary,45000000,5/27/1994,358500000,The Flintstones 
1103,Scary Movie 3,110000082,http://www.the-numbers.com/movie/Scary-Movie-3#tab=summary,45000000,10/24/2003,155200000,Scary Movie 3 
1104,Miss Congeniality,106807667,http://www.the-numbers.com/movie/Miss-Congeniality#tab=summary,45000000,12/22/2000,213420951,Miss Congeniality 
1105,Journey to the Center of the Earth,101704370,http://www.the-numbers.com/movie/Journey-to-the-Center-of-the-Earth-(2008)#tab=summary,45000000,7/11/2008,243180937,Journey to the Center of the Earth 
1106,The Pelican Brief,100768056,http://www.the-numbers.com/movie/Pelican-Brief-The#tab=summary,45000000,12/17/1993,187995859,The Pelican Brief 
1107,The Princess Diaries 2: Royal Engagement,95149435,http://www.the-numbers.com/movie/Princess-Diaries-2-Royal-Engagement-The#tab=summary,45000000,8/11/2004,122071435,The Princess Diaries 2: Royal Engagement 
1108,The Bucket List,93466502,http://www.the-numbers.com/movie/Bucket-List-The#tab=summary,45000000,12/25/2007,174810815,The Bucket List 
1109,The Client,92115211,http://www.the-numbers.com/movie/Client-The#tab=summary,45000000,7/20/1994,117615211,The Client 
1110,The Muppets,88625922,http://www.the-numbers.com/movie/Muppets-The#tab=summary,45000000,11/23/2011,160971922,The Muppets 
1111,Patriot Games,83287363,http://www.the-numbers.com/movie/Patriot-Games#tab=summary,45000000,6/5/1992,178100000,Patriot Games 
1112,Monster-in-Law,82931301,http://www.the-numbers.com/movie/Monster-in-Law#tab=summary,45000000,5/13/2005,155931301,Monster-in-Law 
1113,Training Day,76261036,http://www.the-numbers.com/movie/Training-Day#tab=summary,45000000,10/5/2001,104505362,Training Day 
1114,Galaxy Quest,71423726,http://www.the-numbers.com/movie/Galaxy-Quest#tab=summary,45000000,12/24/1999,90523726,Galaxy Quest 
